event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-31 23:52:20 UTC,view,1005166,2053013555631882655,electronics.smartphone,xiaomi,308.61,516660547,9a98363f-10e1-4496-9781-3b4306535e5c
2019-10-31 23:52:21 UTC,view,2240056,2053013560555995845,,canon,864.86,513188475,51e6e717-a150-4276-898c-ea49953a3dc6
2019-10-31 23:52:21 UTC,view,1801902,2053013554415534427,electronics.video.tv,lg,1801.59,512454098,ae8877bf-a5b8-4ecb-9d2c-9c3adcbcc448
2019-10-31 23:52:22 UTC,view,5100850,2053013553341792533,electronics.clocks,huawei,154.16,512802241,e97dfc64-dddf-42ca-9255-fd8d851cd84c
2019-10-31 23:52:22 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,949.47,518538389,ccb1aadc-9704-4f9b-8eb1-03150086a4da
2019-10-31 23:52:23 UTC,view,9600082,2053013561185141473,,syma,103.86,513401263,668f2d78-1728-4e69-8e01-075927e39354
2019-10-31 23:52:25 UTC,view,4801945,2053013554658804075,electronics.audio.headphone,sony,56.60,555306406,2e744def-c6f6-4070-be80-c51db92e79e1
2019-10-31 23:52:27 UTC,view,5600308,2053013562913194819,,philips,334.60,537258529,63927c13-512f-44c8-b827-c4e21b658d0a
2019-10-31 23:52:27 UTC,view,4802930,2053013554658804075,electronics.audio.headphone,elari,55.00,566279435,9ebecc50-514c-4ff9-82cf-249aec7d8ea8
2019-10-31 23:52:27 UTC,view,38900105,2085718636156158307,,,339.75,515764001,57d79510-85e9-4dcd-b0c6-96d9befb3cd9
2019-10-31 23:52:28 UTC,view,1004104,2053013555631882655,electronics.smartphone,bq,172.79,566274399,08439df4-0c7e-4c8a-be92-b73479a59443
2019-10-31 23:52:29 UTC,view,6000157,2053013560807654091,auto.accessories.alarm,starline,91.12,513311561,d08a24f8-3af6-41e3-9782-5535f2640c25
2019-10-31 23:52:30 UTC,view,48200499,2146660887002349890,apparel.dress,annaanna,25.48,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
2019-10-31 23:52:30 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,542774966,957dc70c-31d3-42b7-aef0-2d2827c35251
2019-10-31 23:52:30 UTC,view,1305977,2053013558920217191,computers.notebook,apple,2496.59,515849791,bf388ef7-4035-460d-a0a2-57ff2c2ae85d
2019-10-31 23:52:31 UTC,view,1004653,2053013555631882655,electronics.smartphone,samsung,588.92,536861293,67ddc370-57f9-4550-b9d3-85d78a3703c1
2019-10-31 23:52:32 UTC,view,32701145,2055156924466332447,,,120.87,565841773,5b102238-1d7c-455a-91b9-11a8299b3d7d
2019-10-31 23:52:32 UTC,view,50600006,2134905044833666047,auto.accessories.compressor,,229.32,513998949,a19aea6b-9822-4732-b29c-f2ff2d66b1af
2019-10-31 23:52:33 UTC,view,53900047,2144916515806248980,construction.tools.saw,alteco,55.86,548804259,c3918200-2104-49af-9bcd-6ec4a4c48930
2019-10-31 23:52:33 UTC,view,28600033,2053013558282682943,,,198.18,515833348,61edaa58-f6ca-4c93-99af-87008eb36b2c
2019-10-31 23:52:33 UTC,view,14300198,2053013557544485393,,yamaha,1116.61,512725717,0d7c6693-bd05-4352-ad56-2f251e9fa127
2019-10-31 23:52:34 UTC,view,4801945,2053013554658804075,electronics.audio.headphone,sony,56.60,555306406,2e744def-c6f6-4070-be80-c51db92e79e1
2019-10-31 23:52:35 UTC,view,5100850,2053013553341792533,electronics.clocks,huawei,154.16,512802241,e97dfc64-dddf-42ca-9255-fd8d851cd84c
2019-10-31 23:52:35 UTC,view,17800698,2053013559868129947,computers.desktop,zeta,124.04,529388957,cb1ba419-9896-45c9-8b80-e0eeb08ef07b
2019-10-31 23:52:35 UTC,view,1802008,2053013554415534427,electronics.video.tv,lg,681.56,539712416,f46c3bff-7e8d-4ef8-8a90-c48d2dd3c191
2019-10-31 23:52:35 UTC,view,47000059,2110937189394154243,,bresser,344.10,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
2019-10-31 23:52:36 UTC,view,4300149,2053013552385491165,,polaris,36.01,514986888,f40b90d2-bd77-4dee-a054-00f598db536d
2019-10-31 23:52:36 UTC,view,1005159,2053013555631882655,electronics.smartphone,xiaomi,212.10,514609456,687d1a70-5a1a-4fc5-bbaa-3d1a2b0b1c10
2019-10-31 23:52:37 UTC,view,4804055,2053013554658804075,electronics.audio.headphone,apple,188.94,566279973,009a5932-98f3-4dda-9deb-0915a914d36a
2019-10-31 23:52:37 UTC,view,17200962,2053013559792632471,furniture.living_room.sofa,komfort-s,349.28,566279363,58ad7260-fc28-4d19-bdea-3c34e84f6d44
2019-10-31 23:52:39 UTC,view,6501006,2053013554155487563,computers.components.motherboard,asrock,68.21,554428024,327317f9-d39f-4a24-b123-5fa9d17c310c
2019-10-31 23:52:39 UTC,view,1306686,2053013558920217191,computers.notebook,prestigio,257.38,530857208,6eb6115e-9693-4d6b-b862-3d85511366fa
2019-10-31 23:52:40 UTC,view,13201002,2053013557192163841,furniture.bedroom.bed,stendmebel,176.04,513841404,f27d91f4-13b1-4a79-bc16-4f97a7748ba9
2019-10-31 23:52:40 UTC,view,1005166,2053013555631882655,electronics.smartphone,xiaomi,308.61,516660547,9a98363f-10e1-4496-9781-3b4306535e5c
2019-10-31 23:52:40 UTC,view,16700075,2053013559901684381,furniture.kitchen.chair,domini,38.61,518780843,aa806835-b14c-45af-9538-cd4d1849be3e
2019-10-31 23:52:41 UTC,view,49800000,2126679654801604876,accessories.bag,,24.94,515624552,0e732a00-c02d-4b3c-8927-c9a38a167cf2
2019-10-31 23:52:41 UTC,view,26200165,2053013563693335403,,lucente,244.54,556001199,7002469e-eda4-493c-8cd2-f3312ee4d00b
2019-10-31 23:52:42 UTC,view,4802606,2053013554658804075,electronics.audio.headphone,sony,59.18,555306406,2e744def-c6f6-4070-be80-c51db92e79e1
2019-10-31 23:52:43 UTC,view,1004838,2053013555631882655,electronics.smartphone,oppo,178.87,515031178,2cfd4fc1-3201-4c91-86ad-5d79a737c14d
2019-10-31 23:52:43 UTC,view,15100244,2053013557024391671,,,654.59,566279345,07113903-ea3d-48cd-8774-e7d5ca1ca354
2019-10-31 23:52:43 UTC,view,12800780,2053013552788144369,,samsung,39.87,513866816,35d92fb1-2c3a-4c12-b12b-72a9cb8ddf2b
2019-10-31 23:52:43 UTC,view,12710096,2053013553559896355,,nexen,99.62,566272569,c2b4f05f-bec6-44cc-ba70-836f523ec2e5
2019-10-31 23:52:43 UTC,view,16000004,2053013558223962683,,rondell,43.73,566280152,b7321c1e-f828-414c-82da-fd2bf8b5b103
2019-10-31 23:52:43 UTC,view,19300100,2053013566033757167,appliances.ironing_board,nika,17.99,541321524,ac6dde9e-06cb-4dac-8e36-d138e04a9c37
2019-10-31 23:52:43 UTC,view,1003800,2053013555631882655,electronics.smartphone,apple,771.45,517465204,0d899288-2170-4bc2-bcd8-6a89aa024cbc
2019-10-31 23:52:43 UTC,view,1004897,2053013555631882655,electronics.smartphone,huawei,952.15,533326659,6b928be2-2bce-4640-8296-0efdf2fda22a
2019-10-31 23:52:43 UTC,view,2701818,2053013563911439225,appliances.kitchen.refrigerators,beko,245.78,513172380,071a6b99-8a1e-48cf-8816-b6ff3f2c38cd
2019-10-31 23:52:44 UTC,view,22700129,2053013556168753601,,stels,75.94,548645138,4e61a6a1-0876-4acb-a913-a25c690982e1
2019-10-31 23:52:45 UTC,view,1005014,2053013555631882655,electronics.smartphone,samsung,503.09,532647354,d2d3d2c6-631d-489e-9fb5-06f340b85be0
2019-10-31 23:52:45 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,160.57,566279973,009a5932-98f3-4dda-9deb-0915a914d36a
2019-10-31 23:52:45 UTC,view,19001117,2053013557225718275,,,79.30,515474976,222c370b-0fac-4287-982b-e340f5eaf3a1
2019-10-31 23:52:46 UTC,view,3601505,2053013563810775923,appliances.kitchen.washer,samsung,488.81,518085591,023c4d0d-2a70-4204-8377-fc7c87e7378c
2019-10-31 23:52:46 UTC,view,1004255,2053013555631882655,electronics.smartphone,apple,759.61,565059361,42eaf6de-3804-46ca-94ea-2ac12834ff70
2019-10-31 23:52:47 UTC,view,1801973,2053013554415534427,electronics.video.tv,lg,1131.46,525322293,a6316156-a1e6-4349-8cc8-f38a37702e2e
2019-10-31 23:52:47 UTC,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,203.09,519151073,0fd1b575-e1f7-43a6-a931-a18251019f53
2019-10-31 23:52:48 UTC,view,54900002,2146660887203676486,apparel.costume,,46.33,548149534,8f5bad7b-7a57-4cec-b43d-daaafbea0960
2019-10-31 23:52:48 UTC,view,40900073,2127425434894205468,construction.tools.painting,patriot,50.97,566183595,e0022e8c-07ec-4a95-93a8-eb8222a2d6a7
2019-10-31 23:52:49 UTC,view,1306650,2053013558920217191,computers.notebook,acer,437.57,543124499,58d5c559-5358-48bb-9f25-9a0d43297f9b
2019-10-31 23:52:49 UTC,view,1004205,2053013555631882655,electronics.smartphone,xiaomi,136.17,566265908,52c2c76c-b79e-4794-86ff-badc76d35f5a
2019-10-31 23:52:50 UTC,view,6000159,2053013560807654091,auto.accessories.alarm,pandora,145.18,525530673,58da4d41-bb51-4bc1-99e1-9ae571957fd6
2019-10-31 23:52:51 UTC,view,4804323,2053013554658804075,electronics.audio.headphone,plantronics,33.44,565731881,5d8cb7aa-ca44-4705-809d-53c97b497e16
2019-10-31 23:52:51 UTC,view,5600308,2053013562913194819,,philips,334.60,537258529,63927c13-512f-44c8-b827-c4e21b658d0a
2019-10-31 23:52:52 UTC,view,1003317,2053013555631882655,electronics.smartphone,apple,928.18,518538389,ccb1aadc-9704-4f9b-8eb1-03150086a4da
2019-10-31 23:52:52 UTC,view,13400428,2053013557066334713,,,289.84,565762943,f33d9a2a-2ed1-464a-a116-fa239845b613
2019-10-31 23:52:52 UTC,view,18100119,2053013557955527211,,kronospan,15.37,551078379,352fadd4-80c7-4cc9-9c72-408267778161
2019-10-31 23:52:53 UTC,view,4300077,2053013552385491165,,timberk,43.73,514986888,f40b90d2-bd77-4dee-a054-00f598db536d
2019-10-31 23:52:53 UTC,view,17800238,2053013559868129947,computers.desktop,,95.99,542716404,3b76f2e4-a999-45dd-bd13-8355842643ce
2019-10-31 23:52:53 UTC,view,1004870,2053013555631882655,electronics.smartphone,samsung,275.25,565935392,e7ffd9b8-7d14-447e-9922-90c7c969850b
2019-10-31 23:52:53 UTC,view,17200718,2053013559792632471,furniture.living_room.sofa,rals,283.05,557880508,4a9bfeae-21f3-40d9-a8db-bb7720c521a5
2019-10-31 23:52:54 UTC,view,4802036,2053013554658804075,electronics.audio.headphone,apple,180.13,565059361,42eaf6de-3804-46ca-94ea-2ac12834ff70
